id,canonical_slug,name,created,description,context_length,supported_parameters,hugging_face_id,knowledge_cutoff,expiration_date,supported_voices
deepseek/deepseek-v4-pro,deepseek/deepseek-v4-pro-20260423,DeepSeek: DeepSeek V4 Pro 0423,1777000679,"DeepSeek V4 Pro is a large-scale Mixture-of-Experts model from DeepSeek with 1.6T total parameters and 49B activated parameters, supporting a 1M-token context window. It is designed for advanced reasoning, coding,...",1048576,frequency_penalty; include_reasoning; logit_bias; logprobs; max_completion_tokens; max_tokens; min_p; presence_penalty; reasoning; reasoning_effort; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,deepseek-ai/DeepSeek-V4-Pro,,,
deepseek/deepseek-v4-flash,deepseek/deepseek-v4-flash-20260423,DeepSeek: DeepSeek V4 Flash 0423,1777000666,"DeepSeek V4 Flash is an efficiency-optimized Mixture-of-Experts model from DeepSeek with 284B total parameters and 13B activated parameters, supporting a 1M-token context window. It is designed for fast inference and...",1048576,frequency_penalty; include_reasoning; logit_bias; logprobs; max_completion_tokens; max_tokens; min_p; presence_penalty; reasoning; reasoning_effort; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_a; top_k; top_logprobs; top_p,deepseek-ai/DeepSeek-V4-Flash,,,
tencent/hy3-preview,tencent/hy3-preview-20260421,Tencent: Hy3 preview,1776878150,"Hy3 preview is a high-efficiency Mixture-of-Experts model from Tencent designed for agentic workflows and production use. It supports configurable reasoning levels across disabled, low, and high modes, allowing it to...",262144,include_reasoning; max_tokens; reasoning; reasoning_effort; seed; temperature; tool_choice; tools; top_p,tencent/Hy3-preview,,,
xiaomi/mimo-v2.5-pro,xiaomi/mimo-v2.5-pro-20260422,Xiaomi: MiMo-V2.5-Pro,1776874273,"MiMo-V2.5-Pro is Xiaomi’s flagship model, delivering strong performance in general agentic capabilities, complex software engineering, and long-horizon tasks, with top rankings on benchmarks such as ClawEval, GDPVal, and SWE-bench Pro....",1050000,frequency_penalty; include_reasoning; logit_bias; logprobs; max_tokens; min_p; presence_penalty; reasoning; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,XiaomiMiMo/MiMo-V2.5-Pro,,,
xiaomi/mimo-v2.5,xiaomi/mimo-v2.5-20260422,Xiaomi: MiMo-V2.5,1776874269,"MiMo-V2.5 is a native omnimodal model by Xiaomi. It delivers Pro-level agentic performance at roughly half the inference cost, while surpassing MiMo-V2-Omni in multimodal perception across image and video understanding...",1050000,frequency_penalty; include_reasoning; logit_bias; max_tokens; min_p; presence_penalty; reasoning; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_p,XiaomiMiMo/MiMo-V2.5,,,
openai/gpt-5.4-image-2,openai/gpt-5.4-image-2-20260421,OpenAI: GPT-5.4 Image 2,1776797528,"[GPT-5.4](https://openrouter.ai/openai/gpt-5.4) Image 2 combines OpenAI's GPT-5.4 model with state-of-the-art image generation capabilities from GPT Image 2. It enables rich multimodal workflows, allowing users to seamlessly move between reasoning, coding, and...",272000,frequency_penalty; include_reasoning; logit_bias; logprobs; max_tokens; presence_penalty; reasoning; reasoning_effort; response_format; seed; stop; structured_outputs; top_logprobs,,,,
~anthropic/claude-opus-latest,~anthropic/claude-opus-latest,Anthropic: Claude Opus Latest,1776795361,This model always redirects to the latest model in the Claude Opus family.,1000000,include_reasoning; max_completion_tokens; max_tokens; reasoning; reasoning_effort; response_format; stop; structured_outputs; temperature; tool_choice; tools; verbosity,,,,
openrouter/pareto-code,openrouter/pareto-code,Pareto Code Router,1776747900,"The Pareto Router maintains a tiered shortlist of strong coding models, ranked by [Artificial Analysis](https://artificialanalysis.ai/) coding percentiles. Set min_coding_score between 0 and 1 on the [pareto-router plugin](https://openrouter.ai/docs/guides/routing/routers/pareto-router#the-min_codin",2000000,,,,,
moonshotai/kimi-k2.6,moonshotai/kimi-k2.6-20260420,MoonshotAI: Kimi K2.6,1776699402,"Kimi K2.6 is Moonshot AI's next-generation multimodal model, designed for long-horizon coding, coding-driven UI/UX generation, and multi-agent orchestration. It handles complex end-to-end coding tasks across Python, Rust, and Go, and...",262144,frequency_penalty; include_reasoning; logit_bias; logprobs; max_tokens; min_p; parallel_tool_calls; presence_penalty; reasoning; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,moonshotai/Kimi-K2.6,,,
anthropic/claude-opus-4.7,anthropic/claude-4.7-opus-20260416,Anthropic: Claude Opus 4.7,1776351100,"Opus 4.7 is the next generation of Anthropic's Opus family, built for long-running, asynchronous agents. Building on the coding and agentic strengths of Opus 4.6, it delivers stronger performance on...",1000000,include_reasoning; max_completion_tokens; max_tokens; reasoning; reasoning_effort; response_format; stop; structured_outputs; tool_choice; tools; verbosity,,,,
anthropic/claude-opus-4.7:batch,anthropic/claude-4.7-opus-20260416,Anthropic: Claude Opus 4.7 (batch),1776351100,"Opus 4.7 is the next generation of Anthropic's Opus family, built for long-running, asynchronous agents. Building on the coding and agentic strengths of Opus 4.6, it delivers stronger performance on...",1000000,include_reasoning; max_tokens; reasoning; reasoning_effort; response_format; stop; structured_outputs; tool_choice; tools; verbosity,,,,
z-ai/glm-5.1,z-ai/glm-5.1-20260406,Z.ai: GLM 5.1,1775578025,"GLM-5.1 delivers a major leap in coding capability, with particularly significant gains in handling long-horizon tasks. Unlike previous models built around minute-level interactions, GLM-5.1 can work independently and continuously on...",204800,frequency_penalty; include_reasoning; logit_bias; logprobs; max_tokens; min_p; presence_penalty; reasoning; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,zai-org/GLM-5.1,,,
google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it-20260403,Google: Gemma 4 26B A4B ,1775227989,"Gemma 4 26B A4B IT is an instruction-tuned Mixture-of-Experts (MoE) model from Google DeepMind. Despite 25.2B total parameters, only 3.8B activate per token during inference — delivering near-31B quality at...",262144,frequency_penalty; include_reasoning; logit_bias; logprobs; max_tokens; min_p; presence_penalty; reasoning; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,google/gemma-4-26B-A4B-it,,,
google/gemma-4-26b-a4b-it:free,google/gemma-4-26b-a4b-it-20260403,Google: Gemma 4 26B A4B  (free),1775227989,"Gemma 4 26B A4B IT is an instruction-tuned Mixture-of-Experts (MoE) model from Google DeepMind. Despite 25.2B total parameters, only 3.8B activate per token during inference — delivering near-31B quality at...",262144,include_reasoning; max_tokens; reasoning; response_format; seed; temperature; tool_choice; tools; top_p,google/gemma-4-26B-A4B-it,,,
google/gemma-4-31b-it,google/gemma-4-31b-it-20260402,Google: Gemma 4 31B,1775148486,"Gemma 4 31B Instruct is Google DeepMind's 30.7B dense multimodal model supporting text and image input with text output. Features a 256K token context window, configurable thinking/reasoning mode, native function...",262144,frequency_penalty; include_reasoning; logit_bias; logprobs; max_tokens; min_p; presence_penalty; reasoning; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,google/gemma-4-31B-it,,,
google/gemma-4-31b-it:batch,google/gemma-4-31b-it-20260402,Google: Gemma 4 31B (batch),1775148486,"Gemma 4 31B Instruct is Google DeepMind's 30.7B dense multimodal model supporting text and image input with text output. Features a 256K token context window, configurable thinking/reasoning mode, native function...",262144,frequency_penalty; include_reasoning; logit_bias; max_tokens; min_p; presence_penalty; reasoning; repetition_penalty; response_format; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_p,google/gemma-4-31B-it,,,
google/gemma-4-31b-it:free,google/gemma-4-31b-it-20260402,Google: Gemma 4 31B (free),1775148486,"Gemma 4 31B Instruct is Google DeepMind's 30.7B dense multimodal model supporting text and image input with text output. Features a 256K token context window, configurable thinking/reasoning mode, native function...",262144,include_reasoning; max_tokens; reasoning; response_format; seed; temperature; tool_choice; tools; top_p,google/gemma-4-31B-it,,,
qwen/qwen3.6-plus,qwen/qwen3.6-plus-04-02,Qwen: Qwen3.6 Plus,1775133557,"Qwen 3.6 Plus builds on a hybrid architecture that combines efficient linear attention with sparse mixture-of-experts routing, enabling strong scalability and high-performance inference. Compared to the 3.5 series, it delivers...",1000000,frequency_penalty; include_reasoning; logprobs; max_tokens; presence_penalty; reasoning; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,,,,
z-ai/glm-5v-turbo,z-ai/glm-5v-turbo-20260401,Z.ai: GLM 5V Turbo,1775061458,"GLM-5V-Turbo is Z.ai’s first native multimodal agent foundation model, built for vision-based coding and agent-driven tasks. It natively handles image, video, and text inputs, excels at long-horizon planning, complex coding,...",202752,include_reasoning; max_tokens; reasoning; response_format; temperature; tool_choice; tools; top_k; top_p,,,2098-12-31,
arcee-ai/trinity-large-thinking,arcee-ai/trinity-large-thinking,Arcee AI: Trinity Large Thinking,1775058318,"Trinity Large Thinking is a powerful open source reasoning model from the team at Arcee AI. It shows strong performance in PinchBench, agentic workloads, and reasoning tasks. Launch video: https://youtu.be/Gc82AXLa0Rg?si=4RLn6WBz33qT--B7...",262144,include_reasoning; max_tokens; reasoning; temperature; tool_choice; tools; top_k; top_p,arcee-ai/Trinity-Large-Thinking,,,
x-ai/grok-4.20-multi-agent,x-ai/grok-4.20-multi-agent-20260309,SpaceXAI: Grok 4.20 Multi-Agent,1774979158,"Grok 4.20 Multi-Agent is a variant of SpaceXAI’s Grok 4.20 designed for collaborative, agent-based workflows. Multiple agents operate in parallel to conduct deep research, coordinate tool use, and synthesize information...",2000000,include_reasoning; logprobs; max_tokens; reasoning; reasoning_effort; response_format; seed; structured_outputs; temperature; top_logprobs; top_p,,2025-09-01,,
x-ai/grok-4.20,x-ai/grok-4.20-20260309,SpaceXAI: Grok 4.20,1774979019,"Grok 4.20 is a reasoning model from SpaceXAI with industry-leading speed and agentic tool calling capabilities. It combines the lowest hallucination rate on the market with strict prompt adherance, delivering...",2000000,include_reasoning; logprobs; max_tokens; reasoning; response_format; seed; structured_outputs; temperature; tool_choice; tools; top_logprobs; top_p,,2025-09-01,,
google/lyria-3-pro-preview,google/lyria-3-pro-preview-20260330,Google: Lyria 3 Pro Preview,1774907286,"Full-length songs are priced at $0.08 per song. Lyria 3 is Google's family of music generation models, available through the Gemini API. With Lyria 3, you can generate high-quality, 48kHz...",1048576,max_tokens; response_format; seed; temperature; top_p,,,,
google/lyria-3-clip-preview,google/lyria-3-clip-preview-20260330,Google: Lyria 3 Clip Preview,1774907255,"30 second duration clips are priced at $0.04 per clip. Lyria 3 is Google's family of music generation models, available through the Gemini API. With Lyria 3, you can generate...",1048576,max_tokens; response_format; seed; temperature; top_p,,,,
kwaipilot/kat-coder-pro-v2,kwaipilot/kat-coder-pro-v2-20260327,Kwaipilot: KAT-Coder-Pro V2,1774649310,"KAT-Coder-Pro V2 is the latest high-performance model in KwaiKAT’s KAT-Coder series, designed for complex enterprise-grade software engineering and SaaS integration. It builds on the agentic coding strengths of earlier versions,...",262144,frequency_penalty; logit_bias; max_tokens; min_p; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_p,,,,
rekaai/reka-edge,rekaai/reka-edge-2603,Reka Edge,1774026965,"Reka Edge is an extremely efficient 7B multimodal vision-language model that accepts image/video+text inputs and generates text outputs. This model is optimized specifically to deliver industry-leading performance in image understanding,...",16384,frequency_penalty; logprobs; max_tokens; presence_penalty; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,RekaAI/reka-edge-2603,,,
minimax/minimax-m2.7,minimax/minimax-m2.7-20260318,MiniMax: MiniMax M2.7,1773836697,"MiniMax-M2.7 is a next-generation large language model designed for autonomous, real-world productivity and continuous improvement. Built to actively participate in its own evolution, M2.7 integrates advanced agentic capabilities through multi-agent...",204800,frequency_penalty; include_reasoning; logit_bias; logprobs; max_tokens; min_p; presence_penalty; reasoning; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,MiniMaxAI/MiniMax-M2.7,,,
openai/gpt-5.4-nano,openai/gpt-5.4-nano-20260317,OpenAI: GPT-5.4 Nano,1773748187,"GPT-5.4 nano is the most lightweight and cost-efficient variant of the GPT-5.4 family, optimized for speed-critical and high-volume tasks. It supports text and image inputs and is designed for low-latency...",400000,include_reasoning; max_completion_tokens; max_tokens; reasoning; reasoning_effort; response_format; seed; structured_outputs; tool_choice; tools,,2025-08-31,,
openai/gpt-5.4-nano:batch,openai/gpt-5.4-nano-20260317,OpenAI: GPT-5.4 Nano (batch),1773748187,"GPT-5.4 nano is the most lightweight and cost-efficient variant of the GPT-5.4 family, optimized for speed-critical and high-volume tasks. It supports text and image inputs and is designed for low-latency...",400000,include_reasoning; max_tokens; reasoning; reasoning_effort; response_format; seed; structured_outputs; tool_choice; tools,,2025-08-31,,
